game_id,description,image,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,thumbnail,year_published,artist,category,compilation,designer,expansion,family,mechanic,publisher,average_rating,users_rated,_art_year
27853,"Dear Aunt Millie left behind an estate worth millions. Are you one of her lucky heirs? In this hilarious party game, play the role of one of the colorful characters out to get Aunt Millie's fortune. Use speed, strategy and persuasion to collect the most coveted valuables. Will you get her vintage jukebox or get stuck with a rusty toilet? Claim the same item as another player and you must give the best sob story to convince the judge that you deserve it more! Whoever ends up with the most riches wins the game. Heir-splitting fun!&#10;&#10;",//cf.geekdo-images.com/images/pic183250.jpg,6,20,10,3,20,Aunt Millie's Millions,20,//cf.geekdo-images.com/images/pic183250_t.jpg,2007,Bruce MacPherson,"Card Game,Humor,Party Game",,"Joyce Johnson,Colleen McCarthy-Evans",,,"Role Playing,Set Collection,Storytelling,Trick-taking",Gamewright,5.76194,67,1970
27870,"Hungry for fun? Look no further than this outrageously delicious game of quick cookie collecting. Try to gather five of the same cookie by following the dice actions: Pass cookie cards to your neighbor, swap them with an opponent, or steal the milk card. Watch out for half-eaten cookies that will spoil your set. And if you roll &quot;Toss All,&quot; get ready for an all-out cookie flinging frenzy! Be the first to get five of a kind plus the milk and you're one fortunate cookie.&#10;&#10;",//cf.geekdo-images.com/images/pic3031804.jpg,8,15,8,3,15,Toss Your Cookies,15,//cf.geekdo-images.com/images/pic3031804_t.jpg,2007,"Dean MacAdam,Paul Mirocha","Action / Dexterity,Card Game,Dice",,Myles Christensen,,Food / Cooking,"Roll / Spin and Move,Set Collection","Gamewright,Kanga Games",5.33241,133,1970
27884,"WizKids Inc., creator of runaway hit games like HeroClix&reg; and Pirates of the Spanish Main&trade;, announced today its agreement with Bungie Studios and Microsoft to develop a new collectible miniatures game (CMG) called Halo&reg; ActionClix&trade;.&#10;&#10;The Halo ActionClix CMG brings the incredible content of the Halo universe to the tabletop via the award-winning Clix miniatures game engine. Players familiar with HeroClix and HorrorClix&trade; will be able to jump right into the action and enjoy brand-new game mechanics, including weapon swaps, figure re-spawning and vehicle-based combat.&#10;&#10;The first Halo ActionClix set will feature more than 80 unique miniature figures from the Halo universe, including preview content from Halo 3. A number of vehicle packs are also being produced, including a big surprise planned for San Diego Comic-Con this July. Figures will be sold in randomized Booster Packs. The vehicles and a Starter Game will be sold in a diorama display format.&#10;&#10;Taken from the Wizkids press release.&#10;&#10;Release date was September 19th, 2007&#10;&#10;Home Page: http://www.wizkidsgames.com/halo/&#10;&#10;",//cf.geekdo-images.com/images/pic245275.jpg,8,60,10,2,60,Halo ActionClix,60,//cf.geekdo-images.com/images/pic245275_t.jpg,2007,,"Collectible Components,Dice,Fantasy,Fighting,Miniatures,Science Fiction,Video Game Theme,Wargame",,"Mike Elliott,Michael Mulvihill",,"Clix,CMGs (Collectible Miniatures Games)",Dice Rolling,WizKids,6.14759,145,1970
27938,"This 2-player game is played on an hexagonal grid. Each player controls 8 turtles on his side of the board. The winner is the one who will send one of his turtles to the opponent's side.&#10;&#10;Turtles can be moved one step forwards, or jump over other turtles. Jumping over an opponent's turtle neutralizes it, while jumping over a neutralized turtle activates it again - on either side.&#10;&#10;Re-implements:&#10;&#10;    Die Papalapagos-Spring-K&#195;&#164;fer&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic581831.jpg,2,10,8,2,10,Tortuga,10,//cf.geekdo-images.com/images/pic581831_t.jpg,2007,Néstor Romeral Andrés,"Abstract Strategy,Animals",,Vincent Everaert,,"Animals: Turtles,Combinatorial,Halma,Tube Games",,"Gigamic,nestorgames",6.23925,265,1970
27940,"From the publisher's catalog:&#10;&#10;&quot;Who will be the first player to get rid of the dangerous eggs of the Rattlesnakes?&#10;&#10;Rattlesnake is an easy, fun game for kids of all ages. The game   will challenge their strategy and dexterity!&#10;&#10;Players will compete to be the first to place all their 'snake eggs' on the board,  but these funny magnetic 'eggs' will clash if you make the wrong move, and then you will have to pick them all up!&#10;&#10;The first game published by Nexus for family entertainment, Rattlesnake will be a sure hit with parents and younger players, as well as seasoned gamers looking for a fresh, quick dexterity game.&quot;&#10;&#10;Contents&#10;- 12 magnets&#10;- A special die&#10;- Playing board&#10;- Rulebook&#10;&#10;Microbadges&#10;&#10; Rattlesnake fan&#10;&#10;",//cf.geekdo-images.com/images/pic487855.jpg,4,15,8,2,15,RattleSnake,15,//cf.geekdo-images.com/images/pic487855_t.jpg,2007,"Fabio Maiorana,Francesco Mattioli","Action / Dexterity,Animals,Children's Game,Dice",,Roberto Di Meglio,,"Animals: Snakes,Fantasy Flight Games Toys",Dice Rolling,"Bard Centrum Gier,Fantasy Flight Games,Nexus,NG International Srl.,Zvezda",5.90517,1218,1970
27945,"Storm Over Taierzhuang is a two player game simulating the Battle of Taierzhuang from March 25 to April 6, 1938. One player plays the Japanese Army and the other plays the Chinese KMT troops. The game is 13 turns long.&#10;&#10;Simulates the most famous battle of the Second Sino-Japanese war 1937-1945 which the Japanese 10th division with 25,000 fanatical and well trained and equipped men and backed up by large numbers of tanks, armored cars, artillery and planes drove towards the town of Taierzhuang to pave the way for the conquest of the city of Xuzhou. The Japanese are opposed by the KMT 2nd Army group &amp; 20th Army consisting of 100,000 brave and tenacious soldiers with no tanks, little artillery and some aircraft defending behind heavy fortifications and trenches.&#10;&#10;The battle eerily resembles the Battle of Stalingrad 4 years later and it is said that General Chuikov's tactics at Stalingrad was inspired by this battle (Chuikov was an military adviser to Jiang Jie Shi (Chang Kai Shek) in 1940.&#10;&#10;The system used is a modified Storm Over Arnhem/Stalingrad system with added stuff like initiative, random events, tactical chit play etc.&#10;&#10;Done to be played within an evening and easy to learn but still a challenge to play.&#10;&#10;",//cf.geekdo-images.com/images/pic415299.jpg,2,120,12,1,120,Storm Over Taierzhuang,120,//cf.geekdo-images.com/images/pic415299_t.jpg,2007,"Craig Grando,Perry Moore","Print & Play,Wargame,World War II",,Terence Co,,"Country: China,Magazine: Against The Odds,""Storm Over"" area impulse series","Area-Impulse,Chit-Pull System","Against the Odds,Firefight Games,LPS, Inc.",6.48134,67,1970
27948,"Each player controls a wooden figure and tries to reach the last space of the track. However, the buck Beppo, represented by a wooden piece as well, is resting in the fields and should not be disturbed...&#10;&#10;On his turn, a player places Beppo on a powerful magnet, then sends a small metallic ball in its direction. If he meets them, Beppo will kick the players' figures away (sending them back to the start of the track), and the place where he arrives on the board determines how far the active player moves his pawn.&#10;&#10;",//cf.geekdo-images.com/images/pic213204.jpg,4,15,5,2,15,Beppo der Bock,15,//cf.geekdo-images.com/images/pic213204_t.jpg,2007,designers_contor,"Action / Dexterity,Children's Game,Racing",,"Arthur Drescher,Peter Schackert,Klaus Zoch",,Animals: Goats,,"Amo Oy,HUCH! & friends,Oberschwäbische Magnetspiele,Zvezda",5.87466,206,1970
27959,"Ride the rough seas in your quest to hide gold and out-smart, out-battle and ultimately out-live your opponents. Engage in piracy and battles aboard ships in this game of pirate greed and deceit.  Avoid being castaway or losing battles of Liar's dice to become the pirate with the most booty and win the game! Five sculpted Pirate Play Pieces and Pirate's respective ships, 50 gold coins and a 3D Sculpted Skull Bank included. Inspired by the book by Templar Publishing, Pirateology: A Pirate Hunter's Companion.&#10;&#10;",//cf.geekdo-images.com/images/pic268696.jpg,6,45,0,2,45,Pirateology: The Game,45,//cf.geekdo-images.com/images/pic268696_t.jpg,2007,,"Dice,Novel-based,Pirates",,(Uncredited),,Ology board games,"Card Drafting,Dice Rolling,Roll / Spin and Move","Kirjalito,Sababa Toys, Inc.",4.07851,114,1970
27960,"Players must graduate from Apprentice to Accomplished Wizard by mastering 4 Wizardological Tasks, and then free the Master Wizard Merlin from the spell that has bound him to a tree by the evil Vivenne. Players travel the board on broomstick, magic carpet or with flying boots gathering ancient spells and dragon charms in their pursuit to adorn their apprentice with all of the tools necessary to become a true Wizard Master. Comes with 6 sculpted Wizard Play Pieces, corresponding Wizard Hats, Wands, Wizard Pets (Familiars) and magical beast locater medallions for players to wear. Inspired by the book by Templar Publishing, Wizardology.&#10;&#10;",//cf.geekdo-images.com/images/pic336742.jpg,6,60,0,2,60,Wizardology: The Game,60,//cf.geekdo-images.com/images/pic336742_t.jpg,2007,,"Fantasy,Mythology",,(Uncredited),,Ology board games,"Card Drafting,Roll / Spin and Move","Sababa Toys, Inc.",4.23971,102,1970
27961,"The game of Global Domination takes a twist with this version set on Cybertron and based on the Transformers movie. Fight to gain control of the world on the side of the Autobots or the Decepticons! Choose your side, then play by either classic Risk rules or the Transformers variations!&#10;&#10;The game was released in two editions: &quot;Cybertron Battle Edition&quot; and &quot;Cybertron war edition&quot;.&#10;&#10;Components:&#10;gameboard&#10;42 upgrade cards&#10;4 reference cards&#10;4 leader cards&#10;5 sic-sided dice&#10;5 eight-sided dice&#10;4 sets of armies each with 15 tanks and 35 transformers&#10;4 leaders&#10;2 cardboard spinning zones&#10;2 cardboard sliding zones,&#10;6 plastic pegs&#10;&#10;",//cf.geekdo-images.com/images/pic201857.jpg,4,120,10,2,120,Risk: Transformers - Cybertron Battle Edition,120,//cf.geekdo-images.com/images/pic201857_t.jpg,2007,,"Dice,Movies / TV / Radio theme,Science Fiction,Territory Building,Wargame",,(Uncredited),,"Cartoons: 80's Cartoons,Risk,Transformers","Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling",Hasbro,5.34443,386,1970
27965,"(from Multi-Man Publishing web site:)&#10;&#10;Tide at Sunrise continues the philosophy that began with A Victory Lost. Using tried and true mechanics but with some major twists, Tide at Sunrise will be a major test of player skill that is rarely seen in the wargaming hobby. Here, the base system is little more than the tried and true game from SPI called Napoleon at Waterloo. But not all is at it seems.&#10;&#10;Here is the sequence of play:&#10;&#10;Japanese Player Turn&#10;&#10;* Naval Phase&#10;    * Transport Allocation&#10;    * Movement Phase&#10;    * Combat Phase&#10;    * Replacement and Recovery&#10;&#10;Russian Player Turn&#10;&#10;* Colonel Akashi Secret Operations Phase&#10;    * Transport Allocation Phase&#10;    * Movement Phase&#10;    * Combat Phase&#10;    * Supply and Recovery Phase&#10;&#10;After the completion of both Player Turns, victory points are determined and, if the Japanese have not won a sudden death win, play continues to the next turn.&#10;&#10;The game focuses on two aspects of the actual event. Players have to manage their armies using an abstract logistical system called &ldquo;Transport Points&rdquo; in the game. The Japanese Transport Points are an abstraction of the merchant marine force that the Japanese had available in 1904 and 1905. This can be disrupted from Russian naval activity. The Russian Transport Points are an abstraction of the rail capacity of the newly built Trans-Siberian Railroad. Weather can affect this total if there are heavy snows in Siberia. Colonel Akashi can also stir up trouble and reduce the available Russian Transport totals with sudden strikes and riots in the Russian heartland. Both players use these points to bring on new forces and to replace battlefield losses. Finding the right balance of the two uses is key to being successful in the game.&#10;&#10;Secondly, players must find the delicate balance between defending and attacking on two separate fronts. How much defends and attacks towards the all-important port of Port Arthur and how much attacks or holds the tough mountain passes of Manchuria - the key to the open plains to the north &ndash; where terrain is less defensible and victory points are everywhere.&#10;&#10;Victory in the game is determined by success in the naval war, the capture of key terrain objectives and enemy losses.&#10;&#10;Game components:&#10;&#10;* One 22&rdquo; by 39&rdquo; full color map&#10;    * 140 1/2&rdquo; land formation counters&#10;    * 44 1 1/4&rdquo; by 5/8&rdquo; ship counters&#10;    * 16 page full color rulebook&#10;&#10;Game summary:&#10;&#10;* Playtime: 3-5 hours&#10;    * Complexity: Simple&#10;    * Solitaire rating: excellent&#10;&#10;Game scale:&#10;&#10;* Turns: 12 (each turn represents one month of real time)&#10;    * Counters: Divisions and Brigades for the land units, Capital Ships for the naval units&#10;    * Hex scale: 10 kilometers&#10;&#10;Game Credits:&#10;&#10;* Designer: Yukihiro Kuroda&#10;    * Developer: Adam Starkweather&#10;    * Graphic Artist: Niko Eskubi&#10;&#10;",//cf.geekdo-images.com/images/pic212287.jpg,2,240,12,1,240,"The Tide at Sunrise: The Russo-Japanese War, 1904-1905",240,//cf.geekdo-images.com/images/pic212287_t.jpg,2010,Nicolás Eskubi,"Post-Napoleonic,Wargame",,"Yukihiro Kuroda,Adam Starkweather",,"Country: Japan,International Games Series,Solitaire Games,Solitaire Wargames",Hex-and-Counter,Multi-Man Publishing,7.1836,186,1970
27968,"Red Star Rising: The War in Russia 1941-1944, is a wargame of the Eastern Front in World War II from the German invasion of the USSR in June 1941 until the end of April 1944, when the expulsion of the Axis powers from the USSR was all but assured. One player plays the Germans and their allies (the Axis) and the other plays the Soviets. While paper and cardboard cannot possibly simulate a large-scale war, this game does attempt to model some of the significant aspects of the conflict, and also give the players an idea of the problems their historical counterparts faced.&#10;&#10;Masahiro Yamazaki has long been considered the East Front specialist in Japan. His games - including the excellent Stalingrad Pocket by the Gamers - have been enjoyed by English gamers since 1992. Now, for the first time, MMP is very proud to present his ultimate vision of the War in Russia. With over 10 years of development and expertise, Masahiro has culled all of his talents to give you the finest game on the entire Eastern Front of World War Two.&#10;&#10;Red Star Rising is part of the International Games Series (IGS) from Multi-Man Publishing (MMP). Using a variant of the popular Victory in the West chit pull system, but with some very novel twists, Masahiro presents the theater as never before. If the Soviet player can weather the Nazi storm, she will rise from the ashes and become the powerful enemy that defeated Germany. You will see the tables turn as in no wargame before.&#10;&#10;Game Scale:&#10;Turn: 2 weeks to 2 months&#10;Hex: 22 miles / 35 kilometers&#10;Units: Corps/Division for the Germans; Corps/Army for the Soviets&#10;&#10;Game Inventory:&#10;Three full color mapsheets - one 39 x 36&quot;, one 18 x 36&quot; and one 8.5 x 11&quot;&#10;Three dual-side printed countersheets (840 1/2&quot; counters)&#10;One 40-page page rulebook&#10;Two dual-side player aid cards&#10;One 4-page examples of play booklet&#10;Two 6-sided dice&#10;&#10;Game Details:&#10;Solitaire Playability: High&#10;Complexity Level: Medium&#10;Players: 1 or more&#10;Playing Time: 3-30 hours&#10;&#10;",//cf.geekdo-images.com/images/pic185017.jpg,2,1200,12,2,1200,"Red Star Rising: The War in Russia, 1941-1944",1200,//cf.geekdo-images.com/images/pic185017_t.jpg,2007,"Nicolás Eskubi,Mark Mahaffey","Wargame,World War II",,"Adam Starkweather,Masahiro Yamazaki",,"Country: Russia,International Games Series","Dice Rolling,Hex-and-Counter",Multi-Man Publishing,7.55959,200,1970
27969,"International Game Series game from Multi-Man Publishing.&#10;&#10;(from the MMP website:)&#10;&#10;This is the game that made Tetsuya Nakamura famous. As you have seen from MMP&rsquo;s Fire in the Sky and from MMP's A Victory Lost, Nakamura provides a unique insight into military history. MMP is proud to present what is widely considered to be his finest effort. Instead of providing a broad overview of Feudal Japan, A Most Dangerous Time focuses in on the most dire moment of all: 1570-1584. Oda Nobunaga, one of the most notorious figures in Japanese history, fights against all of Japan and the victor will be the ultimate master of all of Japan.&#10;&#10;A Most Dangerous Time contains:&#10;&#10;    1 22&quot; x 34&quot; map&#10;    440 5/8&quot; counters&#10;    28 page rulebook&#10;    110 &quot;poker quality&quot; cards&#10;    Dice &#10;&#10;&#10;&#10;&#10;A Most Dangerous Time details:&#10;&#10;    Players: 2 (3-4 player variant)&#10;    Complexity: medium&#10;    Playing Time: 4 -20 hours&#10;&#10;&#10;&#10;&#10;A Most Dangerous Time scale:&#10;&#10;    Game Turn: bi-annual&#10;    Counters: Individual leaders and 1000 men per strength point&#10;    Map: point-to-point&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic342213.jpg,4,240,12,2,240,"A Most Dangerous Time: Japan in Chaos, 1570-1584",240,//cf.geekdo-images.com/images/pic342213_t.jpg,2009,Mark Mahaffey,"Renaissance,Wargame",,"Tetsuya Nakamura,Adam Starkweather",,"Asian Theme,Country: Japan,International Games Series","Action Point Allowance System,Chit-Pull System,Dice Rolling,Point to Point Movement",Multi-Man Publishing,7.41219,279,1970
27970,"From the press release:&#10;&#10;&quot;The Star Wars PocketModel TCG combines the best features of classic TCGs with those of &quot;constructible strategy games&quot; (CSGs), a category that WizKids pioneered.  This TCG innovation allows players to use characters and action scenes from the movies on their cards to help control their fleets of PocketModel ships as they attempt to destroy each other&rsquo;s objectives.  This exciting, easy-to-learn game derives its content from all six Star Wars movies, making it possible for fans of all generations to enjoy battling for control of the galaxy!&quot;&#10;&#10;The pieces of the model are punched out from pre-painted plastic cards, and snapped together with interlocking tabs.  Stats for each model are summarized on the base.&#10;&#10;Related to:&#10;&#10;    Pirates of the Caribbean PocketModel Game&#10;&#10;&#10;&#10;&#10;",//cf.geekdo-images.com/images/pic185479.jpg,8,20,8,2,20,Star Wars PocketModel TCG,20,//cf.geekdo-images.com/images/pic185479_t.jpg,2007,,"Card Game,Collectible Components,Dice,Miniatures,Movies / TV / Radio theme,Science Fiction",,"Mike Elliott,Ethan Pasternack",,"CMGs (Collectible Miniatures Games),Star Wars","Action Point Allowance System,Dice Rolling,Hand Management","Topps,WizKids",5.741,410,1970
27976,"The second Master Set for the HeroScape series of games.&#10;&#10;Many different battlefields can be built by attaching and stacking the tiles. Each unit in the Master Set has a movement rating which is the number of hexes it can move in a turn. Moving up a level counts as a hex; moving down does not incur that penalty. Moving down more levels than your height when moving from one hex to another counts as falling and you might take damage - unless you are falling into water.&#10;&#10;Combat in the game is fairly straightforward. You roll attack dice as listed on your unit's card under attack, and the opponent rolls defense dice equal to the defense number on their unit's card. Skulls rolled in excess of shields count as wounds. When the number of wounds equals the unit's life value, it is killed and removed from the board.&#10;&#10;The master game uses a point system in which players alternate drafting cards until they reach the pre-assigned point value for the scenario. It's possible to bring a &quot;pre-fab&quot; army to the battle in order to save time.&#10;&#10;The game is eminently customizable, with many expansions which add more abilities, terrain, and options. There are also user-created maps, scenarios, custom units and advanced rules available online.&#10;&#10;From the publisher:&#10;For years the Marro have been summoned to Valhalla to expand the will of Utgar at all costs. But rumors are spreading that within the uncharted jungle there is an even greater menace waiting. A great Marro Hive, hidden deep within in the jungle swamps and treacherous rock is continuously spawning new savage predators. These creatures, said to be venomous Marro, perhaps even Hivelords, will emerge from their colony and contaminate the world. Includes 24 detailed miniature figures and 75 interlocking terrain pieces.&#10;&#10;This new Master Set includes everything you need to start your own adventures in the Heroscape world of Valhalla! There are 2 new Terrain Types: Swamp &amp; Swamp Water, as well as more Grass, Sand, Rock, and Water tiles to add to your existing Heroscape battlefields.&#10;&#10;Also included in the set are 7 Unique Heroes, and 3 Common Marro Squads. However, the big news is the inclusion of the Marro Hive. The Hive has special powers directly relating to Common Marro Squad figures.&#10;&#10;",//cf.geekdo-images.com/images/pic268096.jpg,4,60,8,2,60,Heroscape Master Set: Swarm of the Marro,60,//cf.geekdo-images.com/images/pic268096_t.jpg,2007,,"Adventure,Fantasy,Fighting,Miniatures,Science Fiction",,"Stephen Baker,Rob Daviau,Chris Nelson,Craig Van Ness","Heroscape Expansion Set D1: Champions of the Forgotten Realms,Heroscape Expansion Set D2: Warriors of Eberron,Heroscape Expansion Set D3: Moltenclaw's Invasion,Heroscape Expansion Set: Aquilla's Alliance ,Heroscape Expansion Set: Crest of the Valkyrie (Flagbearer series),Heroscape Expansion Set: Dawn of Darkness,Heroscape Expansion Set: Defenders of Kinsland,Heroscape Expansion Set: Fields of Valor,Heroscape Expansion Set: Fortress of the Archkyrie,Heroscape Expansion Set: Jandar's Oath,Heroscape Expansion Set: Malliddon's Prophecy ,Heroscape Expansion Set: Orm's Return ,Heroscape Expansion Set: Raknar's Vision ,Heroscape Expansion Set: Road to the Forgotten Forest,Heroscape Expansion Set: Thaelenk Tundra,Heroscape Expansion Set: Thora's Vengeance,Heroscape Expansion Set: Ticalla Jungle,Heroscape Expansion Set: Utgar's Rage ,Heroscape Expansion Set: Valkrill's Gambit,Heroscape Expansion Set: Volcarren Wasteland,Heroscape Expansion Set: Zanafor's Discovery,Heroscape: Arrival of the Master,Heroscape: Nerak's Return ,Heroscape: Samuel Brown,Heroscape: Sir Hawthorne's Arrival ,Heroscape: Skahen's Rescue,Heroscape: Viper's Vengeance",Heroscape,"Dice Rolling,Modular Board","Hasbro,Milton Bradley",7.62662,2008,1970
28010,"From the press release:&#10;&#10;With this fun and educational game, families can learn facts about the great outdoors. For two to eight players, it includes 200 game cards and is designed to grow with the player, starting with level one questions (primarily animal identification) and progressing to higher level questions. &ldquo;A vibrant earth tone color palette, full-color photos, interesting playing characters and a cute Camp card decoder&rdquo; were incorporated to make this family game appealing to both children and adults&#10;&#10;",//cf.geekdo-images.com/images/pic289105.jpg,8,40,4,2,20,Camp,40,//cf.geekdo-images.com/images/pic289105_t.jpg,2007,,"Adventure,Educational",,(Uncredited),Camp Booster Pack,,Roll / Spin and Move,Education Outdoors,4.9,73,1970
28018,"From the box:&#10;&#10;Open the book to the wonderful world of Disney . . .&#10;Join your favorite Disney characters to play this magical Trivial Pursuit&reg; edition. Special Disney features include Disney Moversd, a Disney Book of Magic card holder and a special Sorcerer's Hat gameplay for younger players.&#10;&#10;The world's most popular trivia game and best-loved family films come together in this magical Trivial Pursuit&reg; Disney Edition. The questions cover films all the way from Steamboat Willie, Mary Poppins and Snow White and the Seven Dwarves to Pirates of the Caribbean and The Incredibles, and each question card is beautifully illustrated with a screen shot from a Disney film.&#10;&#10;This edition only comes with 200 cards, 100 for adults and 100 for children. The Disney Book of Magic is designed to hold two stacks of 25 cards each, hiding the image on the card so the next movie to come up is not know ahead of time. For younger players, the Sorcerer's Hat is moved to another wedge space, and if they get an answer wrong while on that space, they are allowed a second question to be asked from the same category.&#10;&#10;",//cf.geekdo-images.com/images/pic294162.jpg,6,60,8,2,60,Trivial Pursuit: Disney Edition,60,//cf.geekdo-images.com/images/pic294162_t.jpg,2005,,"Children's Game,Movies / TV / Radio theme,Party Game,Trivia",,(Uncredited),,"Celebrities: Walt Disney,Trivial Pursuit",Roll / Spin and Move,"Hasbro,Parker Brothers",5.12232,168,1970
28023,"Summary: This is a pirate-themed tactical race game with player interaction and side goals (e.g. detouring for treasure).  The winner is the player who best balances their position in the race with their success at the side goals.&#10;&#10;Setting: Jamaica, 1675.&#10;After a long career in piracy, Captain Henry Morgan skillfully gets appointed to be Governor of Jamaica, with the explicit order to cleanse the Caribbean of pirates and buccaneers! Instead, he invites all of his former &quot;colleagues&quot; to join him in his retirement, to enjoy the fruits of their looting with impunity. Each year, in remembrance  of the &quot;good old days,&quot; Morgan organizes the Great Challenge, a race around the island, and at its end, the Captain with the most gold is declared Grand Winner.&#10;&#10;Goal: The game ends on the turn when at least one player's ship reaches the finish line, completing one circuit around the island of Jamaica. At that point, players are awarded different amounts of gold in accordance with how far away from the finish line they were when the race concluded. This gold is added to any gold a player gathered along the way by detouring from the race to search for valuable treasure, by stealing gold or treasure from other players, or just by loading gold as directed by the cards the player played during the race. The player with the most total gold acquired through all these means is then declared the winner.&#10;&#10;Gameplay: The game is played in rounds. Each player always has a hand of three cards, and a personal board depicting the five &quot;holds&quot; of their ship, into which goods can be loaded during the game. Each round, one player is designated as &quot;captain,&quot; with the next clockwise player being captain in the following round, and so on. The captain rolls two standard D6 dice, examines her cards, then announces which die will correspond to the &quot;day&quot; and which to the &quot;night.&quot; Each player then simultaneously selects a card from their hand and places it face down in front of them. Each card has two symbols on it, one on the left - corresponding to &quot;day&quot; - and one on the right (&quot;night&quot;). The symbols indicate either ship movement (forward or backward) or the loading of a type of good. After every player has selected a card, all cards are revealed simultaneously and then resolved clockwise one by one, starting with the captain's. When it is a player's turn to resolve her card, for first the left symbol on her card and then for the right symbol, the player will load a number of goods or move a number of spaces equal to the number of pips showing on the corresponding day or night die for that round. Thus the main decision each player makes during the game is which of their current three cards would best serve them on a particular turn, given the values of the day and night dice.  Finally, during the race, when a player lands on a spot already occupied by another player, there is a battle. Battles are mainly resolved by rolling a &quot;combat&quot; die, but players may improve their chances by using &quot;gunpowder&quot; tokens from their holds, if they loaded any on previous turns. The winner of a battle may steal some goods or treasure from the loser.&#10;&#10;",//cf.geekdo-images.com/images/pic1502119.jpg,6,60,8,2,30,Jamaica,60,//cf.geekdo-images.com/images/pic1502119_t.jpg,2007,Mathieu Leyssenne,"Nautical,Pirates,Racing,Transportation",,"Malcolm Braff,Bruno Cathala,Sébastien Pauchon","Jamaica: Extra Treasures,Jamaica: The Crew","Colonial Theme,Country: Jamaica,Tropical theme","Dice Rolling,Hand Management,Simultaneous Action Selection","Asmodee,Asterion Press,GameWorks SàRL,REBEL.pl",7.09862,10323,1970
28025,"From the Publisher:&#10;&#10;Wicked Witches Way is a board game which will put you in command of a flying witches broom that you will have to control with daring and mastery.&#10;&#10;Your goal? Win the race by passing the finish line first! Spot the dice, recreate the proper formula and advance... But don't forget that two kinds of combinations are possible, depending on the color: orange and its turbo mode, or black, with its special cards filled with spells and sneaky tricks! The choice is yours! Memory, audacity, and cunning will be your best assets to take the victory.&#10;&#10;",//cf.geekdo-images.com/images/pic258479.jpg,6,30,8,2,30,Wicked Witches Way,30,//cf.geekdo-images.com/images/pic258479_t.jpg,2006,"Eckhard Freytag,Stéphane Poinsot","Dice,Fantasy,Humor,Memory,Racing,Real-time",,"Bruno Cathala,Serge Laget","Flinke Feger: Die magischen Pentagramme,Flinke Feger: Gitty Geisterhand","Admin: Better Description Needed!,Witches","Card Drafting,Dice Rolling,Memory,Pattern Recognition,Simultaneous Action Selection","Asmodee,Editrice Giochi,Egmont Polska,Pro Ludo,University Games",6.43855,1344,1970
28037,"VOLLE WOLLE is a clever dice-game, where players try to get the most valuable sheep while trying to avoid black sheep. So you need a little luck, a portion of risk and some self-confidence because only the player, who rolled the predicted dice sum, can choose from the available cards. And if you're too careful you might only get what's left over. And as mentioned above, no one wants to have black sheep because they equal minus points.&#10;&#10;",//cf.geekdo-images.com/images/pic587278.jpg,6,30,10,2,30,Wool Rules,30,//cf.geekdo-images.com/images/pic587278_t.jpg,2007,Gabriela Silveira,"Animals,Dice",,Alessandro Zucchini,,Animals: Sheep,"Dice Rolling,Press Your Luck,Set Collection","999 Games,Gigamic,Rio Grande Games,Venice Connection,Zoch Verlag",6.00702,523,1970
28044,"From the designer's website: &quot;A Solitaire Civilization game that's compact enough to play on a plane.&quot;&#10;&#10;PocketCiv is a print and play game that provides a solo or two-player civilization experience. PocketCiv comes in two flavors, Deluxe and Basic. Basic refers to the barest, stripped down version that you play with the deck of provided cards, and a pad of paper and a pencil. This version is very portable. However, if you want a more boardgame-like experience, you can download all the other artwork, and mount it on cardboard, illustration board (my new favorite mounting material) or foam core.&#10;&#10;The starting layout can be set up randomly, or for an additional challenge, one of the author's predefined Scenarios can be used.&#10;&#10;Using tribes to expand your civilization, create cities, buy advances, build wonders and go on expeditions, while preparing for the devastation that random events will bring.  Only with careful planning and a little luck will your empire stand the test of time.&#10;&#10;",//cf.geekdo-images.com/images/pic507528.jpg,2,30,12,1,30,Pocket Civ,30,//cf.geekdo-images.com/images/pic507528_t.jpg,2005,,"Card Game,Civilization,Print & Play",,Scott Slomiany,,Solitaire Games,"Area Control / Area Influence,Card Drafting,Modular Board","(Web published),Print & Play Productions",6.65608,500,1970
