publisher,page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,month,year,date
Marvel,1999,William Lumpkin (Earth-616),\/William_Lumpkin_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,53.0,"1963, February",February,1963.0,1963-02-01
Marvel,1500,Ego (Earth-616),\/Ego_(Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,53.0,"1966, September",September,1966.0,1966-09-01
Marvel,11801,Bova Ayrshire (Earth-616),\/Bova_Ayrshire_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,53.0,"1974, August",August,1974.0,1974-08-01
Marvel,2525,Seth (Earth-616),\/Seth_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,53.0,"1975, October",October,1975.0,1975-10-01
Marvel,1581,Brian Falsworth (Earth-616),\/Brian_Falsworth_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,53.0,"1977, July",July,1977.0,1977-07-01
Marvel,2394,Nikolai Krylenko (Earth-616),\/Nikolai_Krylenko_(Earth-616),Secret Identity,,Blue Eyes,Red Hair,Male Characters,,Living Characters,53.0,"1978, April",April,1978.0,1978-04-01
Marvel,95510,Valinor (Earth-616),\/Valinor_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,53.0,"1979, March",March,1979.0,1979-03-01
Marvel,10107,Ann Darnell (Earth-616),\/Ann_Darnell_(Earth-616),Secret Identity,,Green Eyes,Brown Hair,Female Characters,,Living Characters,53.0,"1980, December",December,1980.0,1980-12-01
Marvel,4855,Alexander Pierce (Earth-616),\/Alexander_Pierce_(Earth-616),,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53.0,"1988, August",August,1988.0,1988-08-01
Marvel,43757,Kayla Ballantine (Earth-616),\/Kayla_Ballantine_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,53.0,"1989, November",November,1989.0,1989-11-01
Marvel,1358,Vanessa Carlysle (Earth-616),\/Vanessa_Carlysle_(Earth-616),Secret Identity,,Red Eyes,White Hair,Female Characters,,Living Characters,53.0,"1991, February",February,1991.0,1991-02-01
Marvel,5834,Donyell Taylor (Earth-616),\/Donyell_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,53.0,"1993, October",October,1993.0,1993-10-01
Marvel,19503,Ken Ellis (Earth-616),\/Ken_Ellis_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53.0,"1994, November",November,1994.0,1994-11-01
Marvel,399184,Teon Macik (Earth-616),\/Teon_Macik_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,53.0,"2010, December",December,2010.0,2010-12-01
Marvel,497467,Wu (Earth-616),\/Wu_(Earth-616),Secret Identity,,,No Hair,Male Characters,,Living Characters,53.0,"2010, April",April,2010.0,2010-04-01
Marvel,563846,Eva Bell (Earth-616),\/Eva_Bell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,53.0,"2013, January",January,2013.0,2013-01-01
Marvel,1552,Zuras (Earth-616),\/Zuras_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,52.0,"1940, August",August,1940.0,1940-08-01
Marvel,44540,Kevin Marlow (Earth-616),\/Kevin_Marlow_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52.0,"1941, October",October,1941.0,1941-10-01
Marvel,1737,Steven Rogers (William Burnside) (Earth-616),\/Steven_Rogers_(William_Burnside)_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,52.0,"1953, December",December,1953.0,1953-12-01
Marvel,2583,Space Phantom (Earth-616),\/Space_Phantom_(Earth-616),,,Black Eyes,Brown Hair,Male Characters,,Living Characters,52.0,"1963, November",November,1963.0,1963-11-01
Marvel,5466,Tana Nile (Earth-616),\/Tana_Nile_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,52.0,"1966, June",June,1966.0,1966-06-01
Marvel,7419,Turk Barrett (Earth-616),\/Turk_Barrett_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,52.0,"1970, October",October,1970.0,1970-10-01
Marvel,79028,Xandarian Worldmind (Earth-616),\/Xandarian_Worldmind_(Earth-616),Public Identity,Good Characters,,,,,Living Characters,52.0,"1977, April",April,1977.0,1977-04-01
Marvel,386915,Argon (Microverse) (Earth-616),\/Argon_(Microverse)_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,52.0,"1979, January",January,1979.0,1979-01-01
Marvel,17184,Fabian Stankowicz (Earth-616),\/Fabian_Stankowicz_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,52.0,"1982, March",March,1982.0,1982-03-01
Marvel,2118,Masque (Morlock) (Earth-616),\/Masque_(Morlock)_(Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,,Living Characters,52.0,"1983, May",May,1983.0,1983-05-01
Marvel,1511,Manuel de la Rocha (Earth-616),\/Manuel_de_la_Rocha_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,52.0,"1984, June",June,1984.0,1984-06-01
Marvel,1797,Kodiak Noatak (Earth-616),\/Kodiak_Noatak_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,52.0,"1986, October",October,1986.0,1986-10-01
Marvel,1367,Graydon Creed (Earth-616),\/Graydon_Creed_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,52.0,"1993, January",January,1993.0,1993-01-01
Marvel,1897,Max Eisenhardt (Joseph) (Earth-616),\/Max_Eisenhardt_(Joseph)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,52.0,"1995, December",December,1995.0,1995-12-01
Marvel,2493,Seward Trainer (Earth-616),\/Seward_Trainer_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,52.0,"1995, January",January,1995.0,1995-01-01
Marvel,240407,Tex Dawson (Earth-616),\/Tex_Dawson_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,51.0,"1954, December",December,1954.0,1954-12-01
Marvel,1582,Gunther Bain (Earth-616),\/Gunther_Bain_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,51.0,"1964, November",November,1964.0,1964-11-01
Marvel,37414,Jeryn Hogarth (Earth-616),\/Jeryn_Hogarth_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,51.0,"1977, August",August,1977.0,1977-08-01
Marvel,5442,Robert Farrell (Earth-616),\/Robert_Farrell_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,51.0,"1977, September",September,1977.0,1977-09-01
Marvel,1536,Maximillian Zaran (Earth-616),\/Maximillian_Zaran_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,51.0,"1979, June",June,1979.0,1979-06-01
Marvel,9519,Chons (Earth-616),\/Chons_(Earth-616),Public Identity,,Variable Eyes,,Male Characters,,Living Characters,51.0,"1980, November",November,1980.0,1980-11-01
Marvel,1584,Mikhail Ursus (Earth-616),\/Mikhail_Ursus_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,51.0,"1981, April",April,1981.0,1981-04-01
Marvel,7230,Joshua Guthrie (Earth-616),\/Joshua_Guthrie_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,51.0,"1984, November",November,1984.0,1984-11-01
Marvel,1106,Antonio Rodriguez (Earth-616),\/Antonio_Rodriguez_(Earth-616),Secret Identity,,Brown Eyes,No Hair,Male Characters,,Living Characters,51.0,"1985, August",August,1985.0,1985-08-01
Marvel,5585,Jack Hammer (Earth-616),\/Jack_Hammer_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,51.0,"1993, August",August,1993.0,1993-08-01
Marvel,2468,Neal Shaara (Earth-616),\/Neal_Shaara_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,51.0,"2000, May",May,2000.0,2000-05-01
Marvel,259954,"John Jonah Jameson, Sr. (Earth-616)","\/John_Jonah_Jameson,_Sr._(Earth-616)",No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,51.0,"2009, January",January,2009.0,2009-01-01
Marvel,282579,Terry Vance (Earth-616),\/Terry_Vance_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,50.0,"1940, August",August,1940.0,1940-08-01
Marvel,11081,Aphrodite Ourania (Earth-616),\/Aphrodite_Ourania_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,50.0,"1948, August",August,1948.0,1948-08-01
Marvel,4373,M-11 (Earth-616),\/M-11_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,50.0,"1954, May",May,1954.0,1954-05-01
Marvel,1185,Sir Percy of Scandia (Earth-616),\/Sir_Percy_of_Scandia_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,50.0,"1955, May",May,1955.0,1955-05-01
Marvel,286732,Deborah Harris (Earth-616),\/Deborah_Harris_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,50.0,"1965, October",October,1965.0,1965-10-01
Marvel,2035,Llyra Morris (Earth-616),\/Llyra_Morris_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,50.0,"1970, December",December,1970.0,1970-12-01
Marvel,1919,Robert Kelly (Earth-616),\/Robert_Kelly_(Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,50.0,"1980, May",May,1980.0,1980-05-01
Marvel,27207,Susan Austin (Earth-616),\/Susan_Austin_(Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,50.0,"1988, June",June,1988.0,1988-06-01
Marvel,7661,Amelia Voght (Earth-616),\/Amelia_Voght_(Earth-616),No Dual Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,50.0,"1993, May",May,1993.0,1993-05-01
Marvel,2330,Marshall Stone III (Earth-616),\/Marshall_Stone_III_(Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,50.0,"1993, March",March,1993.0,1993-03-01
Marvel,19486,Alexei Kravinoff (Earth-616),\/Alexei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50.0,"1997, February",February,1997.0,1997-02-01
Marvel,2169,Guy Smith (Earth-616),\/Guy_Smith_(Earth-616),Secret Identity,Good Characters,Purple Eyes,White Hair,Male Characters,,Deceased Characters,50.0,"2001, August",August,2001.0,2001-08-01
Marvel,1067,Tike Alicar (Earth-616),\/Tike_Alicar_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,50.0,"2001, July",July,2001.0,2001-07-01
Marvel,257530,Eden Fesi (Earth-616),\/Eden_Fesi_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,50.0,"2009, July",July,2009.0,2009-07-01
Marvel,282450,Raymond Dawson (Earth-616),\/Raymond_Dawson_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49.0,"1940, September",September,1940.0,1940-09-01
Marvel,259922,Henry Tinkelbaum (Earth-616),\/Henry_Tinkelbaum_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,49.0,"1941, June",June,1941.0,1941-06-01
Marvel,579982,Cookie Novak (Earth-616),\/Cookie_Novak_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,49.0,"1951, November",November,1951.0,1951-11-01
Marvel,579980,Hank Kelly (Earth-616),\/Hank_Kelly_(Earth-616),Public Identity,Good Characters,,Red Hair,,,Living Characters,49.0,"1951, November",November,1951.0,1951-11-01
Marvel,66891,Robert Rider (Earth-616),\/Robert_Rider_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,49.0,"1976, September",September,1976.0,1976-09-01
Marvel,7315,Tania Belinskaya (Earth-616),\/Tania_Belinskaya_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Living Characters,49.0,"1976, May",May,1976.0,1976-05-01
Marvel,10303,William Nasland (Earth-616),\/William_Nasland_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,49.0,"1977, March",March,1977.0,1977-03-01
Marvel,1229,Roger Bochs (Earth-616),\/Roger_Bochs_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,49.0,"1983, August",August,1983.0,1983-08-01
Marvel,27290,Marcus Stone (Earth-616),\/Marcus_Stone_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49.0,"1989, June",June,1989.0,1989-06-01
Marvel,2628,Deidre Wentworth (Earth-616),\/Deidre_Wentworth_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,49.0,"1991, July",July,1991.0,1991-07-01
Marvel,1363,Fabian Cortez (Earth-616),\/Fabian_Cortez_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,49.0,"1991, October",October,1991.0,1991-10-01
Marvel,4045,Sharra Neramani (Earth-616),\/Sharra_Neramani_(Earth-616),Secret Identity,,Yellow Eyes,Purple Hair,Female Characters,,Deceased Characters,49.0,"1993, June",June,1993.0,1993-06-01
Marvel,68682,Rumiko Fujikawa (Earth-616),\/Rumiko_Fujikawa_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,49.0,"1998, May",May,1998.0,1998-05-01
Marvel,351565,Gabriel Cohuelo (Earth-616),\/Gabriel_Cohuelo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49.0,"2010, October",October,2010.0,2010-10-01
Marvel,521850,Phillip Coulson (Earth-616),\/Phillip_Coulson_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,49.0,"2012, January",January,2012.0,2012-01-01
Marvel,563845,Christopher Muse (Earth-616),\/Christopher_Muse_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,49.0,"2013, January",January,2013.0,2013-01-01
Marvel,441707,Doctor Watson (Earth-616),\/Doctor_Watson_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,48.0,"1940, August",August,1940.0,1940-08-01
Marvel,50879,Abraham Erskine (Earth-616),\/Abraham_Erskine_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,48.0,"1941, March",March,1941.0,1941-03-01
Marvel,1577,Umar (Earth-616),\/Umar_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,48.0,"1966, November",November,1966.0,1966-11-01
Marvel,18102,Satannish (Earth-616),\/Satannish_(Earth-616),Secret Identity,Bad Characters,Multiple Eyes,,Male Characters,,Deceased Characters,48.0,"1968, November",November,1968.0,1968-11-01
Marvel,19170,Sha Shan (Earth-616),\/Sha_Shan_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,48.0,"1972, May",May,1972.0,1972-05-01
Marvel,12979,Blood Brothers (Earth-616),\/Blood_Brothers_(Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,48.0,"1973, February",February,1973.0,1973-02-01
Marvel,2214,Nekra Sinclair (Earth-616),\/Nekra_Sinclair_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,48.0,"1973, August",August,1973.0,1973-08-01
Marvel,19650,Abraham Brown (Earth-616),\/Abraham_Brown_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,48.0,"1974, April",April,1974.0,1974-04-01
Marvel,31421,Mamie Muggins (Earth-616),\/Mamie_Muggins_(Earth-616),Public Identity,,,Grey Hair,Female Characters,,Living Characters,48.0,"1974, December",December,1974.0,1974-12-01
Marvel,1858,In-Betweener (Earth-616),\/In-Betweener_(Earth-616),No Dual Identity,,Black Eyes,No Hair,Male Characters,,Living Characters,48.0,"1975, October",October,1975.0,1975-10-01
Marvel,1432,Eric Payne (Earth-616),\/Eric_Payne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,48.0,"1977, April",April,1977.0,1977-04-01
Marvel,2145,Mentor (Imperial Guard) (Earth-616),\/Mentor_(Imperial_Guard)_(Earth-616),Public Identity,,White Eyes,No Hair,Male Characters,,Living Characters,48.0,"1977, October",October,1977.0,1977-10-01
Marvel,2607,Starbolt (Earth-616),\/Starbolt_(Earth-616),Secret Identity,,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,48.0,"1977, October",October,1977.0,1977-10-01
Marvel,2104,Manta (Earth-616),\/Manta_(Earth-616),Public Identity,,White Eyes,No Hair,Female Characters,,Living Characters,48.0,"1980, September",September,1980.0,1980-09-01
Marvel,2045,Lorelei (Asgardian) (Earth-616),\/Lorelei_(Asgardian)_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,48.0,"1983, November",November,1983.0,1983-11-01
Marvel,39551,Grace Powell (Earth-616),\/Grace_Powell_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,48.0,"1991, March",March,1991.0,1991-03-01
Marvel,41542,Rick Sheridan (Earth-616),\/Rick_Sheridan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Light Brown Hair,Male Characters,,Living Characters,48.0,"1991, June",June,1991.0,1991-06-01
Marvel,19524,Frances Barrison (Earth-616),\/Frances_Barrison_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,,Living Characters,48.0,"1993, May",May,1993.0,1993-05-01
Marvel,437739,Shirley Washington (Earth-616),\/Shirley_Washington_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,48.0,"1996, January",January,1996.0,1996-01-01
Marvel,32384,Tsu-Zana (Earth-616),\/Tsu-Zana_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48.0,"1996, November",November,1996.0,1996-11-01
Marvel,2296,Richard Gilmore (Earth-616),\/Richard_Gilmore_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,48.0,"1998, September",September,1998.0,1998-09-01
Marvel,5493,Tarene (Earth-616),\/Tarene_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48.0,"2000, April",April,2000.0,2000-04-01
Marvel,51530,Melati Kusuma (Earth-616),\/Melati_Kusuma_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,48.0,"2007, May",May,2007.0,2007-05-01
Marvel,165982,Jonas Graymalkin (Earth-616),\/Jonas_Graymalkin_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Homosexual Characters,Living Characters,48.0,"2008, June",June,2008.0,2008-06-01
Marvel,103136,Thakorr (Earth-616),\/Thakorr_(Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,48.0,"NA, NA",,,
Marvel,1220,Ulysses Bloodstone (Earth-616),\/Ulysses_Bloodstone_(Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,47.0,"1960, February",February,1960.0,1960-02-01
Marvel,1275,Jack Pulver (Earth-616),\/Jack_Pulver_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,47.0,"1962, September",September,1962.0,1962-09-01
Marvel,1749,Maxwell Markham (Earth-616),\/Maxwell_Markham_(Earth-616),Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,47.0,"1974, December",December,1974.0,1974-12-01
Marvel,16582,Baron Karza (Earth-616),\/Baron_Karza_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,47.0,"1979, January",January,1979.0,1979-01-01
Marvel,3560,Lindsay McCabe (Earth-616),\/Lindsay_McCabe_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,47.0,"1979, May",May,1979.0,1979-05-01
Marvel,11951,Colin Hume (Earth-616),\/Colin_Hume_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,47.0,"1990, August",August,1990.0,1990-08-01
Marvel,443826,Jason Powell (Earth-616),\/Jason_Powell_(Earth-616),,,,,Male Characters,,Living Characters,47.0,"1991, March",March,1991.0,1991-03-01
Marvel,18821,Martha Johansson (Earth-616),\/Martha_Johansson_(Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,,Living Characters,47.0,"2001, November",November,2001.0,2001-11-01
Marvel,12123,Regan Wyngarde (Earth-616),\/Regan_Wyngarde_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,47.0,"2001, December",December,2001.0,2001-12-01
Marvel,24437,Michael Pointer (Earth-616),\/Michael_Pointer_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,47.0,"2006, April",April,2006.0,2006-04-01
Marvel,128727,Jerry Sledge (Earth-616),\/Jerry_Sledge_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,47.0,"2008, July",July,2008.0,2008-07-01
Marvel,28540,John Grey (Earth-616),\/John_Grey_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,46.0,"1964, May",May,1964.0,1964-05-01
Marvel,163211,Jonathan Murdock (Earth-616),\/Jonathan_Murdock_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Deceased Characters,46.0,"1964, April",April,1964.0,1964-04-01
Marvel,298155,Nicholas Bromwell (Earth-616),\/Nicholas_Bromwell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,46.0,"1964, February",February,1964.0,1964-02-01
Marvel,2276,Edgar Plunder (Earth-616),\/Edgar_Plunder_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Living Characters,46.0,"1966, January",January,1966.0,1966-01-01
Marvel,19504,Vanessa Fisk (Earth-616),\/Vanessa_Fisk_(Earth-616),No Dual Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,46.0,"1969, March",March,1969.0,1969-03-01
Marvel,42789,Lissa Russell (Earth-616),\/Lissa_Russell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,46.0,"1972, February",February,1972.0,1972-02-01
Marvel,1085,Wundarr (Earth-616),\/Wundarr_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,46.0,"1973, October",October,1973.0,1973-10-01
Marvel,50084,Bertrand Crawley (Earth-616),\/Bertrand_Crawley_(Earth-616),No Dual Identity,,,White Hair,Male Characters,,Living Characters,46.0,"1976, June",June,1976.0,1976-06-01
Marvel,21362,Beverly Switzler (Earth-616),\/Beverly_Switzler_(Earth-616),No Dual Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,46.0,"1976, January",January,1976.0,1976-01-01
Marvel,1838,Stephanie Hunter (Earth-616),\/Stephanie_Hunter_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,46.0,"1980, November",November,1980.0,1980-11-01
Marvel,37427,Rachel Carpenter (Earth-616),\/Rachel_Carpenter_(Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,46.0,"1987, January",January,1987.0,1987-01-01
Marvel,26874,Francis Ketch (Earth-616),\/Francis_Ketch_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,46.0,"1990, May",May,1990.0,1990-05-01
Marvel,633008,Jonathan Powell (Earth-616),\/Jonathan_Powell_(Earth-616),,,,,Male Characters,,Living Characters,46.0,"1991, March",March,1991.0,1991-03-01
Marvel,1310,Cerise (Earth-616),\/Cerise_(Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,,Living Characters,46.0,"1992, January",January,1992.0,1992-01-01
Marvel,270696,Jake Olson (Duplicate) (Earth-616),\/Jake_Olson_(Duplicate)_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,46.0,"1998, August",August,1998.0,1998-08-01
Marvel,2415,Myles Alfred (Earth-616),\/Myles_Alfred_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,46.0,"2001, August",August,2001.0,2001-08-01
Marvel,14470,Gertrude Yorkes (Earth-616),\/Gertrude_Yorkes_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,46.0,"2003, July",July,2003.0,2003-07-01
Marvel,31566,Alexander Aaron (Earth-616),\/Alexander_Aaron_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,46.0,"2006, March",March,2006.0,2006-03-01
Marvel,492392,Kubark (Earth-616),\/Kubark_(Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,46.0,"2011, December",December,2011.0,2011-12-01
Marvel,1499,Elihas Starr (Earth-616),\/Elihas_Starr_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,45.0,"1962, December",December,1962.0,1962-12-01
Marvel,92112,James Wilson (Earth-616),\/James_Wilson_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,45.0,"1970, September",September,1970.0,1970-09-01
Marvel,35499,Claire Temple (Earth-616),\/Claire_Temple_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,45.0,"1972, August",August,1972.0,1972-08-01
Marvel,1518,Eon (Earth-616),\/Eon_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,,,Living Characters,45.0,"1973, September",September,1973.0,1973-09-01
Marvel,5399,Stuart Clarke (Earth-616),\/Stuart_Clarke_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,45.0,"1976, April",April,1976.0,1976-04-01
Marvel,2090,Malekith (Earth-616),\/Malekith_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,45.0,"1984, June",June,1984.0,1984-06-01
Marvel,17454,Oswald Silkworth (Earth-616),\/Oswald_Silkworth_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,45.0,"1984, February",February,1984.0,1984-02-01
